r,z,vgr,u,v,w
384887.2983346207,2260.558450700762,2.59816316185784,0.0,2.59816316185784,0.0
385112.7016653793,2260.558450700762,2.596642478099542,0.0,2.596642478099542,0.0
385500.0,2260.558450700762,2.594033722438392,0.0,2.594033722438392,0.0
385887.2983346207,2260.558450700762,2.5914302033669263,0.0,2.5914302033669263,0.0
386112.7016653793,2260.558450700762,2.5899173885935514,0.0,2.5899173885935514,0.0
386500.0,2260.558450700762,2.5873221216041395,0.0,2.5873221216041395,0.0
386887.2983346207,2260.558450700762,2.584732050663227,0.0,2.584732050663227,0.0
387112.7016653793,2260.558450700762,2.5832270439537304,0.0,2.5832270439537304,0.0
387500.0,2260.558450700762,2.5806451612903225,0.0,2.5806451612903225,0.0
387887.2983346207,2260.558450700762,2.5780684345516383,0.0,2.5780684345516383,0.0
388112.7016653793,2260.558450700762,2.576571175612217,0.0,2.576571175612217,0.0
388500.0,2260.558450700762,2.574002574002574,0.0,2.574002574002574,0.0
388887.2983346207,2260.558450700762,2.5714390886059313,0.0,2.5714390886059313,0.0
389112.7016653793,2260.558450700762,2.569949517761973,0.0,2.569949517761973,0.0
389500.0,2260.558450700762,2.5673940949935816,0.0,2.5673940949935816,0.0
389887.2983346207,2260.558450700762,2.5648437491332436,0.0,2.5648437491332436,0.0
390112.7016653793,2260.558450700762,2.563361807321398,0.0,2.563361807321398,0.0
390500.0,2260.558450700762,2.560819462227913,0.0,2.560819462227913,0.0
390887.2983346207,2260.558450700762,2.558282155139116,0.0,2.558282155139116,0.0
391112.7016653793,2260.558450700762,2.556807783899488,0.0,2.556807783899488,0.0
391500.0,2260.558450700762,2.554278416347382,0.0,2.554278416347382,0.0
391887.2983346207,2260.558450700762,2.5517540482930636,0.0,2.5517540482930636,0.0
392112.7016653793,2260.558450700762,2.5502871897615265,0.0,2.5502871897615265,0.0
392500.0,2260.558450700762,2.5477707006369426,0.0,2.5477707006369426,0.0
392887.2983346207,2260.558450700762,2.5452591728946747,0.0,2.5452591728946747,0.0
393112.7016653793,2260.558450700762,2.5437997697952994,0.0,2.5437997697952994,0.0
393500.0,2260.558450700762,2.5412960609911055,0.0,2.5412960609911055,0.0
